iter	Passed	Remaining
166	3052	15224
167	3066	15188
168	3079	15144
169	3093	15103
170	3106	15060
171	3121	15027
172	3136	14993
173	3151	14961
174	3166	14926
175	3180	14892
176	3195	14860
177	3212	14833
178	3226	14800
179	3240	14764
180	3255	14730
181	3271	14702
182	3284	14665
183	3298	14628
184	3311	14586
185	3324	14550
186	3338	14515
187	3351	14475
188	3363	14433
189	3376	14393
190	3389	14356
191	3401	14315
192	3418	14293
193	3432	14261
194	3446	14227
195	3461	14201
196	3472	14153
197	3485	14119
198	3500	14091
199	3515	14063
200	3533	14044
201	3548	14018
202	3562	13986
203	3577	13957
204	3592	13929
205	3606	13898
206	3621	13874
207	3638	13853
208	3654	13830
209	3670	13808
210	3686	13784
211	3701	13758
212	3716	13730
213	3729	13698
214	3743	13667
215	3755	13632
216	3768	13597
217	3781	13563
218	3794	13531
219	3807	13499
220	3821	13469
221	3834	13439
222	3848	13408
223	3861	13375
224	3874	13344
225	3890	13322
226	3905	13298
227	3928	13301
228	3980	13400
229	4005	13408
230	4022	13391
231	4044	13388
232	4062	13373
233	4081	13359
234	4098	13342
235	4112	13313
236	4124	13278
237	4137	13246
238	4171	13281
239	4193	13280
240	4223	13300
241	4253	13322
242	4275	13319
243	4300	13323
244	4320	13315
245	4337	13296
246	4352	13269
247	4367	13243
248	4383	13220
249	4397	13192
250	4411	13163
251	4424	13134
252	4437	13102
253	4450	13070
254	4464	13041
255	4479	13019
256	4506	13027
257	4541	13060
258	4597	13154
259	4713	13416
260	4733	13402
261	4752	13386
262	4776	13385
263	4795	13370
264	4815	13355
265	4834	13339
266	4848	13310
267	4864	13286
268	4879	13261
269	4897	13240
270	4916	13226
271	4939	13221
272	5005	13329
273	5034	13338
274	5051	13317
275	5070	13301
276	5091	13289
277	5112	13277
278	5131	13259
279	5150	13244
280	5174	13239
281	5193	13222
282	5219	13224
283	5290	13338
284	5318	13343
285	5350	13356
286	5367	13334
287	5385	13312
288	5401	13289
289	5419	13267
290	5441	13256
291	5460	13240
292	5480	13223
293	5504	13217
294	5522	13197
295	5545	13188
296	5565	13172
297	5584	13154
298	5602	13134
299	5617	13107
300	5633	13083
301	5649	13057
302	5664	13029
303	5679	13002
304	5712	13017
305	5727	12988
306	5740	12957
307	5754	12928
308	5767	12896
309	5780	12866
310	5793	12835
311	5814	12821
312	5827	12791
313	5840	12760
314	5855	12732
315	5870	12706
316	5883	12676
317	5902	12658
318	5919	12636
319	5935	12612
320	5953	12594
321	6025	12687
322	6086	12757
323	6102	12733
324	6118	12706
325	6133	12681
326	6152	12662
327	6169	12639
328	6182	12609
329	6195	12579
330	6208	12549
331	6221	12518
332	6234	12487
333	6251	12466
334	6268	12444
335	6289	12428
336	6306	12406
337	6328	12394
338	6346	12373
339	6360	12347
340	6374	12319
341	6391	12297
342	6407	12272
343	6424	12251
344	6443	12234
345	6472	12234
346	6496	12225
347	6517	12211
348	6534	12189
349	6551	12167
350	6563	12135
351	6578	12109
352	6592	12083
353	6607	12058
354	6622	12031
355	6634	12002
356	6647	11972
357	6662	11947
358	6676	11921
359	6695	11903
360	6717	11890
361	6735	11870
362	6752	11849
363	6775	11838
364	6795	11823
365	6815	11806
366	6831	11782
367	6846	11758
368	6864	11739
369	6899	11747
370	6917	11728
371	6933	11705
372	6943	11671
373	6956	11644
374	6969	11616
375	6983	11589
376	6998	11564
377	7012	11538
378	7026	11513
379	7059	11517
380	7102	11539
381	7122	11522
382	7147	11514
383	7163	11491
384	7177	11465
385	7191	11439
386	7207	11416
387	7222	11391
388	7238	11369
389	7254	11346
390	7269	11323
391	7289	11306
392	7306	11285
393	7321	11260
394	7336	11236
395	7357	11222
396	7377	11205
397	7386	11173
398	7400	11147
399	7414	11121
400	7427	11095
401	7440	11068
402	7453	11042
403	7466	11014
404	7480	10989
405	7490	10958
406	7502	10931
407	7515	10904
408	7529	10880
409	7554	10870
410	7579	10862
411	7602	10850
412	7618	10828
413	7631	10801
414	7644	10776
415	7657	10749
416	7670	10723
417	7705	10729
418	7723	10709
419	7740	10688
420	7761	10674
421	7782	10659
422	7803	10643
423	7819	10622
424	7836	10602
425	7857	10587
426	7874	10567
427	7892	10547
428	7919	10540
429	7939	10525
430	7958	10506
431	7973	10483
432	7988	10460
433	8001	10435
434	8024	10422
435	8037	10397
436	8051	10372
437	8065	10349
438	8120	10377
439	8148	10370
440	8173	10361
441	8208	10362
442	8237	10357
443	8266	10351
444	8289	10338
445	8318	10332
446	8357	10339
447	8388	10335
448	8416	10328
449	8443	10320
450	8463	10302
451	8480	10281
452	8491	10252
453	8506	10230
454	8522	10208
455	8542	10190
456	8562	10173
457	8582	10157
458	8599	10135
459	8616	10114
460	8633	10093
461	8648	10070
462	8665	10050
463	8681	10028
464	8696	10005
465	8709	9980
466	8722	9954
467	8736	9931
468	8752	9909
469	8772	9891
470	8786	9868
471	8800	9844
472	8817	9823
473	8826	9795
474	8842	9772
475	8856	9749
476	8864	9719
477	8878	9696
478	8895	9675
479	8913	9656
480	8948	9655
481	8983	9654
482	9000	9634
483	9018	9614
484	9033	9592
485	9065	9587
486	9091	9576
487	9127	9576
488	9165	9578
489	9189	9564
490	9210	9547
491	9227	9527
492	9242	9505
493	9259	9484
494	9275	9463
495	9292	9442
496	9306	9419
497	9320	9395
498	9333	9370
499	9345	9345
500	9359	9322
501	9372	9298
502	9386	9274
503	9399	9249
504	9411	9225
505	9425	9201
506	9438	9177
507	9452	9154
508	9465	9130
509	9477	9105
510	9489	9081
511	9502	9056
512	9515	9033
513	9528	9009
514	9546	8989
515	9563	8970
516	9579	8949
517	9603	8936
518	9619	8915
519	9634	8893
520	9650	8872
521	9665	8850
522	9678	8827
523	9691	8803
524	9704	8780
525	9717	8756
526	9729	8732
527	9743	8710
528	9758	8688
529	9774	8668
530	9788	8645
531	9801	8622
532	9815	8600
533	9828	8577
534	9841	8553
535	9854	8530
536	9868	8508
537	9887	8490
538	9902	8469
539	9918	8449
540	9945	8438
541	9988	8440
542	10008	8423
543	10025	8403
544	10042	8383
545	10057	8362
546	10074	8343
547	10088	8321
548	10101	8298
549	10115	8276
550	10131	8256
551	10198	8276
552	10220	8261
553	10238	8242
554	10254	8222
555	10270	8201
556	10284	8179
557	10297	8156
558	10313	8136
559	10329	8116
560	10345	8095
561	10360	8074
562	10377	8054
563	10395	8035
564	10410	8015
565	10426	7995
566	10443	7975
567	10459	7955
568	10475	7934
569	10491	7914
570	10507	7894
571	10527	7877
572	10545	7858
573	10564	7840
574	10585	7823
575	10613	7813
576	10638	7798
577	10655	7779
578	10672	7760
579	10689	7740
580	10705	7720
581	10726	7703
582	10774	7706
583	10796	7690
584	10852	7698
585	10875	7683
586	10898	7668
587	10914	7647
588	10932	7628
589	10960	7616
590	10982	7600
591	11016	7592
592	11032	7572
593	11047	7550
594	11060	7528
595	11084	7513
596	11098	7492
597	11112	7470
598	11127	7449
599	11141	7427
600	11156	7406
601	11165	7381
602	11216	7384
603	11234	7365
604	11247	7343
605	11255	7318
606	11268	7295
607	11280	7273
608	11293	7250
609	11305	7228
610	11318	7205
611	11330	7183
612	11343	7161
613	11357	7139
614	11370	7118
615	11383	7096
616	11395	7073
617	11409	7052
618	11422	7030
619	11436	7009
620	11452	6989
621	11469	6970
622	11484	6949
623	11499	6929
624	11514	6908
625	11530	6888
626	11546	6868
627	11560	6847
628	11572	6825
629	11585	6804
630	11599	6783
631	11612	6761
632	11624	6739
633	11637	6718
634	11658	6701
635	11675	6682
636	11690	6661
637	11705	6641
638	11719	6621
639	11733	6600
640	11749	6580
641	11763	6559
642	11778	6539
643	11799	6522
644	11815	6503
645	11835	6485
646	11861	6471
647	11878	6452
648	11899	6435
649	11917	6417
650	11935	6398
651	11950	6378
652	11963	6357
653	11978	6337
654	12024	6333
655	12051	6319
656	12059	6296
657	12076	6276
658	12092	6257
659	12110	6238
660	12127	6219
661	12143	6200
662	12159	6180
663	12169	6158
664	12187	6139
665	12256	6146
666	12274	6128
667	12296	6111
668	12314	6092
669	12343	6079
670	12387	6073
671	12408	6056
672	12421	6035
673	12433	6013
674	12449	5994
675	12464	5974
676	12479	5954
677	12493	5933
678	12507	5913
679	12522	5892
680	12536	5872
681	12550	5852
682	12564	5831
683	12578	5810
684	12592	5790
685	12605	5769
686	12617	5748
687	12630	5727
688	12644	5707
689	12658	5687
690	12670	5665
691	12683	5645
692	12700	5626
693	12716	5606
694	12729	5586
695	12742	5565
696	12757	5545
697	12770	5525
698	12785	5505
699	12800	5485
700	12816	5466
701	12832	5447
702	12853	5430
703	12870	5411
704	12885	5391
705	12906	5374
706	12929	5358
707	12946	5339
708	12980	5327
709	13003	5311
710	13044	5301
711	13073	5288
712	13088	5268
713	13097	5246
714	13112	5226
715	13128	5207
716	13142	5187
717	13157	5167
718	13171	5147
719	13186	5128
720	13199	5107
721	13212	5087
722	13227	5067
723	13302	5071
724	13322	5053
725	13337	5033
726	13351	5013
727	13367	4994
728	13379	4973
729	13395	4954
730	13416	4937
731	13441	4921
732	13453	4900
733	13473	4882
734	13489	4863
735	13514	4847
736	13532	4829
737	13551	4811
738	13680	4831
739	13745	4829
740	13765	4811
741	13791	4795
742	13870	4797
743	13908	4785
744	13960	4778
745	13984	4761
746	14007	4744
747	14032	4727
748	14192	4756
749	14217	4739
750	14309	4744
751	14352	4733
752	14410	4726
753	14476	4723
754	14567	4727
755	14597	4711
756	14636	4698
757	14672	4684
758	14710	4671
759	14742	4655
760	14772	4639
761	14802	4623
762	14844	4610
763	14877	4595
764	14921	4583
765	14996	4581
766	15044	4570
767	15070	4552
768	15100	4535
769	15125	4517
770	15148	4499
771	15189	4486
772	15222	4470
773	15261	4456
774	15277	4435
775	15296	4415
776	15316	4395
777	15337	4376
778	15352	4355
779	15369	4334
780	15385	4314
781	15404	4294
782	15437	4278
783	15494	4268
784	15517	4250
785	15535	4229
786	15556	4210
787	15573	4189
788	15586	4168
789	15608	4149
790	15628	4129
791	15642	4108
792	15660	4087
793	15676	4067
794	15695	4047
795	15715	4027
796	15733	4007
797	15749	3986
798	15766	3966
799	15785	3946
800	15804	3926
801	15831	3908
802	15855	3889
803	15881	3871
804	15906	3853
805	15939	3836
806	15993	3825
807	16021	3807
808	16068	3793
809	16087	3773
810	16105	3753
811	16125	3733
812	16176	3720
813	16197	3701
814	16233	3684
815	16268	3668
816	16286	3648
817	16303	3627
818	16325	3607
819	16345	3587
820	16368	3568
821	16386	3548
822	16402	3527
823	16421	3507
824	16440	3487
825	16499	3475
826	16579	3468
827	16604	3449
828	16622	3428
829	16639	3408
830	16655	3387
831	16672	3366
832	16689	3345
833	16706	3325
834	16722	3304
835	16738	3283
836	16754	3262
837	16770	3242
838	16787	3221
839	16804	3200
840	16823	3180
841	16855	3162
842	16881	3144
843	16898	3123
844	16916	3103
845	16934	3082
846	16951	3062
847	16969	3041
848	16989	3021
849	17014	3002
850	17079	2990
851	17115	2973
852	17132	2952
853	17151	2932
854	17169	2911
855	17186	2891
856	17199	2869
857	17215	2849
858	17237	2829
859	17261	2810
860	17283	2790
861	17300	2769
862	17320	2749
863	17342	2729
864	17364	2710
865	17379	2689
866	17397	2668
867	17414	2648
868	17443	2629
869	17465	2609
870	17498	2591
871	17514	2570
872	17533	2550
873	17561	2531
874	17654	2522
875	17696	2504
876	17712	2484
877	17729	2463
878	17743	2442
879	17758	2421
880	17772	2400
881	17787	2379
882	17807	2359
883	17828	2339
884	17843	2318
885	17858	2297
886	17868	2276
887	17879	2255
888	17894	2234
889	17910	2213
890	17925	2192
891	17941	2172
892	17956	2151
893	17972	2130
894	17987	2110
895	18003	2089
896	18018	2068
897	18032	2048
898	18046	2027
899	18063	2007
900	18085	1987
901	18103	1966
902	18121	1946
903	18137	1926
904	18157	1906
905	18177	1886
906	18199	1866
907	18217	1845
908	18233	1825
909	18256	1805
910	18277	1785
911	18293	1765
912	18312	1744
913	18345	1726
914	18360	1705
915	18379	1685
916	18397	1665
917	18417	1645
918	18433	1624
919	18452	1604
920	18474	1584
921	18491	1564
922	18508	1544
923	18526	1523
924	18542	1503
925	18560	1483
926	18577	1462
927	18594	1442
928	18622	1423
929	18743	1410
930	18756	1390
931	18788	1370
932	18802	1350
933	18817	1329
934	18833	1309
935	18847	1288
936	18861	1268
937	18877	1247
938	18891	1227
939	18906	1206
940	18922	1186
941	18937	1165
942	18952	1145
943	18965	1125
944	18981	1104
945	18997	1084
946	19014	1064
947	19034	1044
948	19053	1023
949	19068	1003
950	19084	983
951	19103	963
952	19124	943
953	19140	922
954	19156	902
955	19176	882
956	19201	862
957	19218	842
958	19235	822
959	19261	802
960	19281	782
961	19306	762
962	19322	742
963	19337	722
964	19351	701
965	19365	681
966	19380	661
967	19394	641
968	19408	620
969	19425	600
970	19442	580
971	19462	560
972	19484	540
973	19506	520
974	19521	500
975	19535	480
976	19549	460
977	19563	440
978	19578	419
979	19593	399
980	19607	379
981	19622	359
982	19643	339
983	19657	319
984	19672	299
985	19686	279
986	19699	259
987	19715	239
988	19765	219
989	19828	200
990	19850	180
991	19875	160
992	19902	140
993	19920	120
994	19937	100
995	19954	80
996	19969	60
997	19985	40
998	20001	20
999	20016	0
